,id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_identity_verified,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,price,has_availability,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month,total_beds,price_per_person
814,17927897,within a few hours,98.0,84.0,Yes,Yes,Singapore River,1.28742,103.84786,Private room,2,1.0,1.0,179.0,Yes,8,2,0,5.0,5.0,5.0,5.0,5.0,5.0,4.88,Yes,0.16,1.0,89.5
815,17928170,within a few hours,98.0,84.0,Yes,Yes,Singapore River,1.28738,103.84773,Private room,2,1.0,,161.0,Yes,96,31,1,4.85,4.9,4.9,4.93,4.96,4.96,4.82,Yes,1.71,,80.5
816,17928273,within a few hours,98.0,84.0,Yes,Yes,Downtown Core,1.28918,103.84934,Private room,1,1.0,1.0,140.0,Yes,50,3,0,4.86,4.92,4.84,5.0,4.92,4.94,4.69,Yes,0.88,1.0,140.0
817,17929045,within a day,50.0,100.0,No,Yes,Downtown Core,1.29649,103.85526,Hotel room,2,1.0,,131.0,Yes,4,0,0,4.75,4.75,4.75,4.75,4.75,5.0,4.0,Yes,0.13,,65.5
818,17929049,within a day,50.0,100.0,No,Yes,Downtown Core,1.29649,103.85526,Hotel room,2,1.0,,147.0,Yes,4,0,0,3.75,3.75,3.5,4.75,5.0,4.75,4.25,Yes,0.11,,73.5
819,17929052,within a day,50.0,100.0,No,Yes,Downtown Core,1.29649,103.85526,Hotel room,3,1.0,,235.0,Yes,0,0,0,,,,,,,,Yes,,,78.33333333333333
820,17929053,within a day,50.0,100.0,No,Yes,Downtown Core,1.29649,103.85526,Hotel room,3,,,240.0,Yes,8,1,0,4.0,4.25,4.13,4.38,4.5,4.5,4.13,Yes,0.22,,80.0
821,17929054,within a day,50.0,100.0,No,Yes,Downtown Core,1.29649,103.85526,Hotel room,4,1.0,,252.0,Yes,3,0,0,4.33,4.33,4.33,5.0,5.0,5.0,4.33,Yes,0.12,,63.0
822,17929055,within a day,50.0,100.0,No,Yes,Downtown Core,1.29649,103.85526,Hotel room,1,1.0,,123.0,Yes,11,0,0,4.73,4.82,4.82,5.0,5.0,5.0,4.64,Yes,0.36,,123.0
823,17929480,within a day,80.0,81.0,No,Yes,Outram,1.28336,103.84139,Private room,1,2.0,1.0,69.0,Yes,0,0,0,,,,,,,,Yes,,1.0,69.0
824,17949590,within a day,92.0,0.0,No,Yes,Bedok,1.31738,103.90893,Private room,2,1.0,1.0,40.0,Yes,50,0,0,4.6,4.68,4.72,4.62,4.7,4.55,4.6,No,1.1,1.0,20.0
825,18052476,within an hour,100.0,100.0,No,Yes,Newton,1.31001,103.84101,Private room,2,1.0,1.0,70.0,Yes,52,0,0,4.7,4.92,4.74,4.9,4.94,4.74,4.76,Yes,0.92,1.0,35.0
826,18081902,within an hour,100.0,100.0,Yes,Yes,Orchard,1.30236,103.83986,Entire home/apt,2,1.0,,473.0,Yes,9,0,0,4.0,3.89,4.0,4.67,4.22,5.0,4.0,Yes,0.17,,236.5
827,18085436,,,,No,No,Serangoon,1.35487,103.8687,Private room,4,1.0,1.0,375.0,No,0,0,0,,,,,,,,No,,1.0,93.75
828,18086207,within an hour,100.0,100.0,No,Yes,Rochor,1.30112,103.85232,Entire home/apt,6,2.0,2.0,149.0,Yes,9,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,No,0.16,8.0,24.833333333333332
829,18109887,a few days or more,0.0,0.0,No,Yes,Clementi,1.32,103.76018,Private room,2,1.0,1.0,59.0,Yes,15,0,0,4.33,4.6,3.87,4.73,4.87,4.87,4.67,No,0.27,1.0,29.5
830,18117026,within a few hours,81.0,9.0,No,Yes,Jurong East,1.33437,103.74177,Private room,1,1.0,1.0,90.0,Yes,15,0,0,4.79,4.86,4.86,4.64,4.57,5.0,4.64,No,0.28,1.0,90.0
831,18151459,within a few hours,97.0,64.0,Yes,Yes,Jurong West,1.34443,103.71245,Private room,1,1.0,1.0,58.0,Yes,4,0,0,5.0,5.0,5.0,5.0,4.75,4.5,4.75,No,0.07,1.0,58.0
832,18166182,within an hour,100.0,25.0,No,Yes,Outram,1.27731,103.84322,Entire home/apt,6,1.0,2.0,399.0,Yes,4,1,1,4.25,3.75,4.25,5.0,5.0,4.75,4.25,No,0.07,4.0,66.5
833,18169687,within a few hours,100.0,88.0,Yes,Yes,Bedok,1.32551,103.91498,Private room,2,1.0,1.0,130.0,Yes,6,0,0,4.5,4.83,4.5,5.0,5.0,4.67,4.83,No,0.14,1.0,65.0
834,18184250,within an hour,100.0,93.0,No,Yes,Geylang,1.31314,103.88002,Private room,4,4.5,1.0,55.0,Yes,117,0,0,4.38,4.75,4.36,4.81,4.84,4.37,4.47,No,2.08,3.0,13.75
835,18199481,within a few hours,98.0,84.0,Yes,Yes,Singapore River,1.28915,103.84825,Private room,1,1.0,,111.0,Yes,10,1,0,4.4,4.5,4.5,4.5,4.6,4.6,4.4,Yes,0.29,,111.0
836,18202395,within a few hours,98.0,84.0,Yes,Yes,Outram,1.28242,103.84723,Private room,2,1.0,,128.0,Yes,29,0,0,4.79,4.76,4.97,4.97,4.93,4.9,4.83,Yes,0.78,,64.0
837,18203227,within an hour,100.0,100.0,Yes,Yes,Museum,1.29806,103.84904,Private room,1,2.0,1.0,75.0,Yes,10,0,0,4.1,4.4,3.6,4.5,4.3,4.8,4.0,No,0.18,1.0,75.0
838,18235755,within an hour,100.0,100.0,No,Yes,Newton,1.30825,103.84003,Private room,2,1.0,1.0,68.0,Yes,138,0,0,4.75,4.84,4.75,4.89,4.89,4.86,4.77,No,2.41,1.0,34.0
839,18253219,within a few hours,100.0,0.0,No,No,Downtown Core,1.27361,103.84421,Entire home/apt,3,1.5,1.0,109.0,Yes,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,No,0.02,2.0,36.333333333333336
840,18283249,,,,No,No,Bedok,1.30785,103.93181,Entire home/apt,6,1.0,2.0,230.0,No,0,0,0,,,,,,,,No,,6.0,38.333333333333336
841,18286281,within a day,100.0,0.0,No,No,Clementi,1.29454,103.76795,Private room,1,1.0,1.0,49.0,Yes,2,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,No,0.04,1.0,49.0
842,18342015,within a few hours,100.0,88.0,Yes,Yes,Bedok,1.32478,103.9147,Private room,2,1.0,1.0,130.0,Yes,0,0,0,,,,,,,,No,,1.0,65.0
843,18378142,a few days or more,0.0,0.0,No,Yes,Downtown Core,1.27548,103.84675,Entire home/apt,4,2.0,2.0,150.0,Yes,0,0,0,,,,,,,,No,,4.0,37.5
844,18395154,within a day,57.0,100.0,No,Yes,River Valley,1.29617,103.84158,Private room,2,1.0,1.0,180.0,Yes,127,2,0,4.79,4.81,4.6,4.87,4.86,4.89,4.77,Yes,2.26,1.0,90.0
845,18434466,within a day,71.0,50.0,No,Yes,Kallang,1.31131,103.87237,Private room,2,1.0,1.0,49.0,Yes,68,0,0,4.49,4.72,4.28,4.96,4.85,4.85,4.72,No,1.24,1.0,24.5
846,18478731,,,,No,No,Woodlands,1.43273,103.79669,Private room,1,1.0,1.0,50.0,Yes,0,0,0,,,,,,,,Yes,,1.0,50.0
847,18479131,,,,No,Yes,Outram,1.27554,103.84119,Private room,1,1.0,1.0,70.0,No,0,0,0,,,,,,,,No,,1.0,70.0
848,18484277,within a few hours,100.0,89.0,Yes,Yes,Marine Parade,1.30587,103.89771,Entire home/apt,4,1.0,1.0,110.0,Yes,21,0,0,4.86,5.0,4.86,5.0,4.95,4.9,5.0,Yes,0.37,1.0,27.5
849,18492050,a few days or more,0.0,,No,No,Bukit Timah,1.32979,103.81148,Entire home/apt,6,4.5,4.0,350.0,Yes,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes,0.02,12.0,58.333333333333336
850,18508828,within a few hours,100.0,100.0,Yes,Yes,Woodlands,1.44882,103.79933,Private room,3,1.0,1.0,66.0,Yes,40,0,0,4.82,4.87,4.67,4.95,4.95,4.66,4.76,No,0.72,2.0,22.0
851,18513260,,,,No,No,Bishan,1.35037,103.83669,Private room,2,1.0,1.0,40.0,No,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,No,0.07,1.0,20.0
852,18513959,within a day,80.0,81.0,No,Yes,Kallang,1.30983,103.862,Private room,1,3.0,1.0,51.0,Yes,1,0,0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,Yes,0.03,1.0,51.0
853,18517165,within an hour,100.0,94.0,Yes,No,Bedok,1.31881,103.9068,Entire home/apt,4,1.5,1.0,119.0,Yes,31,5,1,5.0,5.0,4.94,5.0,5.0,4.77,4.77,No,0.56,2.0,29.75
854,18572753,within an hour,100.0,94.0,Yes,No,Bedok,1.31781,103.90925,Entire home/apt,4,1.0,1.0,119.0,Yes,24,6,0,4.88,4.92,4.96,5.0,5.0,4.7,4.52,No,0.46,1.0,29.75
855,18585234,within an hour,100.0,100.0,No,Yes,Bukit Merah,1.28386,103.82993,Private room,2,1.0,1.0,999.0,Yes,7,1,0,5.0,5.0,4.86,4.71,5.0,5.0,5.0,No,0.13,1.0,499.5
856,18619859,within an hour,100.0,89.0,No,Yes,Jurong West,1.34509,103.69467,Private room,2,1.0,1.0,59.0,Yes,22,2,0,4.82,4.91,4.86,4.91,4.95,4.82,4.64,No,0.5,1.0,29.5
857,18646333,,,,No,No,Downtown Core,1.2746,103.84181,Private room,4,1.0,,73.0,No,0,0,0,,,,,,,,No,,,18.25
858,18674998,within a day,62.0,86.0,No,Yes,River Valley,1.29765,103.83627,Hotel room,2,1.0,,145.0,Yes,7,0,0,4.43,5.0,4.57,5.0,5.0,4.83,4.5,Yes,0.13,,72.5
859,18675202,within a day,62.0,86.0,No,Yes,Orchard,1.29892,103.83846,Hotel room,2,1.0,,135.0,Yes,16,0,0,4.5,4.63,4.44,4.87,4.94,4.87,4.4,Yes,0.3,,67.5
860,18759060,within a few hours,98.0,84.0,Yes,Yes,Outram,1.27952,103.84382,Entire home/apt,2,1.0,1.0,120.0,Yes,11,0,0,4.55,4.45,4.73,4.82,4.91,4.91,4.82,No,0.2,1.0,60.0
861,18858584,within a day,62.0,86.0,No,Yes,Orchard,1.29907,103.83825,Hotel room,2,1.0,,136.0,Yes,8,1,0,4.5,4.5,4.25,4.75,4.75,4.75,4.13,Yes,0.15,,68.0
862,18905203,within a few hours,100.0,67.0,Yes,Yes,Clementi,1.29558,103.76533,Private room,1,1.0,1.0,43.0,Yes,31,2,0,5.0,4.97,5.0,5.0,5.0,4.94,4.94,No,0.62,,43.0
863,18939913,,,100.0,No,No,Bedok,1.31407,103.93466,Private room,1,1.0,1.0,40.0,Yes,11,1,0,4.8,4.9,4.8,4.9,4.9,4.6,4.8,No,0.2,1.0,40.0
864,18978986,,,,No,Yes,Sembawang,1.44328,103.82434,Entire home/apt,2,1.0,1.0,99.0,Yes,0,0,0,,,,,,,,No,,1.0,49.5
865,19056267,within an hour,100.0,97.0,No,Yes,Kallang,1.31112,103.85809,Private room,1,2.0,1.0,59.0,Yes,2,0,0,4.5,5.0,5.0,5.0,4.5,5.0,5.0,No,0.05,1.0,59.0
866,19091188,,,0.0,No,No,Ang Mo Kio,1.36467,103.84816,Private room,1,1.0,1.0,35.0,Yes,11,0,0,4.55,4.73,4.82,4.91,4.64,4.82,4.64,No,0.31,1.0,35.0
867,19107598,within an hour,100.0,99.0,No,Yes,Kallang,1.31633,103.85318,Entire home/apt,2,1.5,1.0,148.0,Yes,80,9,1,4.74,4.86,4.59,4.89,4.96,4.73,4.69,Yes,1.46,2.0,74.0
868,19132814,a few days or more,0.0,,No,No,Hougang,1.37363,103.90042,Private room,1,1.0,1.0,168.0,Yes,0,0,0,,,,,,,,Yes,,1.0,168.0
869,19153604,,,,No,No,Hougang,1.37447,103.89955,Private room,1,1.0,,188.0,No,0,0,0,,,,,,,,No,,,188.0
870,19176815,within a few hours,100.0,84.0,No,Yes,Geylang,1.31523,103.88787,Entire home/apt,2,1.0,,68.0,Yes,30,2,0,4.73,4.97,4.7,4.93,4.93,4.79,4.79,No,0.55,,34.0
871,19184001,,,,No,No,Downtown Core,1.27448,103.84443,Private room,6,2.0,2.0,500.0,Yes,3,0,0,4.67,4.67,4.33,5.0,5.0,5.0,4.0,No,0.06,6.0,83.33333333333333
872,19184003,,,,No,No,Downtown Core,1.27474,103.84451,Private room,4,1.0,1.0,400.0,Yes,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,No,0.04,1.0,100.0
873,19184005,,,,No,No,Downtown Core,1.2758,103.84463,Private room,6,2.0,2.0,800.0,Yes,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,No,0.05,6.0,133.33333333333334
874,19184009,,,,No,No,Downtown Core,1.27845,103.8478,Private room,4,2.0,1.0,550.0,Yes,2,0,0,5.0,5.0,5.0,5.0,4.5,5.0,5.0,No,0.04,1.0,137.5
875,19184011,,,,No,No,Outram,1.27583,103.84457,Private room,3,1.0,1.0,300.0,Yes,7,0,0,4.43,4.86,4.71,4.86,4.86,5.0,4.43,No,0.19,1.0,100.0
876,19184013,,,,No,No,Outram,1.2759,103.84438,Private room,3,1.0,1.0,300.0,Yes,4,0,0,5.0,5.0,5.0,5.0,4.75,5.0,5.0,No,0.11,1.0,100.0
877,19184500,,,,No,No,Outram,1.27621,103.84293,Private room,3,1.0,1.0,300.0,Yes,13,0,0,4.62,4.85,4.69,5.0,5.0,4.92,4.54,No,0.28,2.0,100.0
878,19184501,,,,No,No,Outram,1.27524,103.84246,Private room,3,1.0,1.0,300.0,Yes,10,0,0,4.9,4.9,5.0,5.0,5.0,5.0,4.9,No,0.2,2.0,100.0
879,19184502,,,,No,No,Downtown Core,1.27394,103.84257,Private room,3,1.0,1.0,300.0,Yes,21,0,0,4.57,4.67,4.76,4.71,4.57,4.86,4.52,No,0.39,1.0,100.0
880,19184503,,,,No,No,Outram,1.27577,103.84252,Private room,3,1.0,1.0,300.0,Yes,21,0,0,4.76,4.86,4.57,4.86,4.95,4.95,4.71,No,0.39,1.0,100.0
881,19200431,within an hour,100.0,98.0,Yes,Yes,Bukit Batok,1.3577,103.75882,Private room,1,1.0,1.0,35.0,Yes,7,2,0,4.86,4.71,4.57,4.67,4.71,4.17,4.33,No,0.13,1.0,35.0
882,19218794,,,,No,Yes,Bedok,1.30954,103.91471,Private room,2,1.0,1.0,100.0,Yes,33,0,0,4.84,4.94,4.88,4.94,4.97,4.63,4.77,No,0.6,1.0,50.0
883,19229162,within a few hours,98.0,84.0,Yes,Yes,River Valley,1.29668,103.83999,Entire home/apt,2,1.0,,105.0,Yes,16,0,0,4.38,4.44,4.5,4.81,4.75,4.81,4.38,No,0.39,,52.5
884,19231081,within a few hours,98.0,84.0,Yes,Yes,Outram,1.27707,103.84361,Entire home/apt,2,1.0,,130.0,Yes,25,0,0,4.72,4.8,5.0,4.84,4.88,4.92,4.6,No,0.6,,65.0
885,19231371,within an hour,100.0,84.0,Yes,Yes,Bedok,1.31669,103.91258,Private room,3,1.0,1.0,130.0,Yes,2,2,1,4.0,4.0,4.0,5.0,5.0,4.5,4.0,No,0.29,1.0,43.333333333333336
886,19258336,,,,No,No,Hougang,1.37601,103.90101,Private room,1,1.0,1.0,99.0,Yes,0,0,0,,,,,,,,Yes,,1.0,99.0
887,19282261,within an hour,100.0,98.0,Yes,Yes,Bukit Batok,1.35775,103.76081,Private room,2,1.5,1.0,44.0,Yes,0,0,0,,,,,,,,No,,1.0,22.0
888,19299883,a few days or more,0.0,,No,No,Sengkang,1.38285,103.90141,Private room,1,1.0,1.0,20.0,Yes,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,No,0.02,1.0,20.0
889,19351097,within a few hours,100.0,89.0,Yes,Yes,Clementi,1.3172,103.75876,Entire home/apt,3,1.0,2.0,153.0,Yes,28,1,0,4.82,4.79,4.86,4.79,4.75,4.43,4.57,Yes,0.53,4.0,51.0
890,19367655,within an hour,100.0,100.0,Yes,Yes,Outram,1.28715,103.84409,Entire home/apt,3,1.0,1.0,375.0,Yes,9,1,0,4.78,4.89,4.89,5.0,5.0,4.78,4.44,Yes,0.19,1.0,125.0
891,19369423,within an hour,100.0,100.0,Yes,Yes,Singapore River,1.28726,103.84425,Entire home/apt,5,1.0,2.0,616.0,Yes,19,0,0,4.84,4.79,4.79,5.0,4.89,4.89,4.63,Yes,0.39,6.0,123.2
892,19438458,,,,No,Yes,Bishan,1.35732,103.82808,Private room,1,2.0,2.0,330.0,Yes,0,0,0,,,,,,,,No,,4.0,330.0
893,19478535,a few days or more,0.0,,No,No,Sengkang,1.38461,103.90055,Private room,1,1.0,1.0,25.0,Yes,0,0,0,,,,,,,,No,,1.0,25.0
894,19490734,within a few hours,100.0,0.0,No,No,Ang Mo Kio,1.368,103.85688,Private room,2,1.5,1.0,49.0,Yes,0,0,0,,,,,,,,No,,2.0,24.5
895,19491036,,,,No,Yes,Jurong West,1.33791,103.6947,Private room,2,1.0,1.0,45.0,No,0,0,0,,,,,,,,No,,1.0,22.5
896,19509543,within a day,50.0,0.0,No,Yes,Jurong West,1.34631,103.71639,Private room,1,1.0,1.0,60.0,Yes,35,0,0,4.77,4.69,4.86,4.71,4.71,4.77,4.57,No,0.65,1.0,60.0
897,19534648,within a few hours,100.0,100.0,Yes,Yes,Downtown Core,1.28142,103.85261,Entire home/apt,3,1.5,1.0,470.0,Yes,0,0,0,,,,,,,,Yes,,1.0,156.66666666666666
898,19535251,within a few hours,100.0,100.0,Yes,Yes,Downtown Core,1.28143,103.85232,Entire home/apt,3,1.0,1.0,541.0,Yes,0,0,0,,,,,,,,Yes,,1.0,180.33333333333334
899,19595322,within a day,100.0,91.0,Yes,Yes,Orchard,1.30291,103.83403,Entire home/apt,2,1.0,1.0,312.0,Yes,13,0,0,4.85,5.0,4.85,5.0,4.92,5.0,4.92,Yes,0.25,1.0,156.0
900,19595827,within a day,100.0,91.0,Yes,Yes,Orchard,1.30435,103.83382,Entire home/apt,5,2.0,2.0,662.0,Yes,20,0,0,4.7,4.85,4.5,5.0,4.95,5.0,4.55,Yes,0.39,6.0,132.4
901,19615310,a few days or more,4.0,0.0,No,Yes,Novena,1.32508,103.85314,Entire home/apt,2,1.0,,128.0,Yes,44,0,0,4.86,4.89,4.89,4.93,4.89,4.55,4.77,No,0.81,,64.0
902,19615505,within a day,50.0,,No,No,Geylang,1.30944,103.8828,Entire home/apt,3,2.0,2.0,135.0,Yes,0,0,0,,,,,,,,Yes,,4.0,45.0
903,19642785,within a day,82.0,70.0,Yes,Yes,Geylang,1.3137,103.88615,Entire home/apt,2,1.0,1.0,85.0,Yes,15,1,0,4.93,4.93,4.93,5.0,4.93,4.8,4.8,No,0.28,1.0,42.5
904,19648215,within an hour,100.0,11.0,No,Yes,Downtown Core,1.28203,103.85404,Entire home/apt,3,1.0,,239.0,Yes,6,0,0,3.67,3.67,3.83,4.33,4.17,4.33,3.83,No,0.12,,79.66666666666667
905,19650919,a few days or more,4.0,0.0,No,Yes,Novena,1.32363,103.85197,Private room,2,1.0,,128.0,Yes,17,0,0,5.0,4.94,4.94,4.81,4.82,4.81,4.81,No,0.31,,64.0
906,19652882,within an hour,100.0,11.0,No,Yes,Downtown Core,1.28065,103.8519,Entire home/apt,3,1.0,1.0,222.0,Yes,2,0,0,3.5,3.0,3.5,3.0,3.0,5.0,3.0,No,0.04,2.0,74.0
907,19668740,a few days or more,4.0,0.0,No,Yes,Novena,1.32285,103.85362,Private room,2,1.0,,128.0,Yes,15,0,0,4.93,4.93,5.0,5.0,5.0,4.6,4.87,No,0.28,,64.0
908,19685674,a few days or more,4.0,0.0,No,Yes,Novena,1.3249,103.85402,Private room,2,1.0,,128.0,Yes,10,0,0,5.0,5.0,5.0,5.0,5.0,4.6,4.9,No,0.24,,64.0
909,19714010,within an hour,88.0,21.0,No,Yes,Jurong West,1.34349,103.71709,Private room,2,1.0,1.0,110.0,Yes,19,3,0,4.95,4.95,4.74,5.0,5.0,4.95,4.95,No,0.38,1.0,55.0
910,19720477,within a day,100.0,50.0,No,Yes,Serangoon,1.36662,103.86305,Private room,2,1.0,1.0,234.0,Yes,5,0,0,4.2,4.6,3.8,4.6,4.6,4.4,4.4,No,0.09,1.0,117.0
911,19773174,,,,No,Yes,Geylang,1.31468,103.90521,Private room,1,1.0,1.0,50.0,No,0,0,0,,,,,,,,No,,1.0,50.0
912,19773521,,,,No,Yes,Bedok,1.3152,103.90848,Private room,1,1.0,1.0,70.0,No,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,No,0.02,1.0,70.0
913,19774490,within a few hours,90.0,91.0,Yes,Yes,Kallang,1.30791,103.86305,Private room,1,3.0,1.0,46.0,Yes,2,1,0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,Yes,0.04,1.0,46.0
914,19774868,,,,No,Yes,Ang Mo Kio,1.37579,103.84928,Private room,1,1.0,1.0,150.0,Yes,1,0,0,0.0,,,,,,,No,0.02,1.0,150.0
915,19801615,a few days or more,0.0,,No,Yes,Downtown Core,1.27448,103.84531,Entire home/apt,3,1.0,1.0,195.0,Yes,29,0,0,4.76,4.79,4.9,4.61,4.79,4.96,4.79,No,0.54,2.0,65.0
916,19831199,within a day,88.0,83.0,No,Yes,Rochor,1.30477,103.85073,Entire home/apt,3,1.0,1.0,140.0,Yes,90,0,0,4.73,4.87,4.81,4.97,4.78,4.91,4.67,No,1.67,2.0,46.666666666666664
917,19832956,a few days or more,46.0,71.0,No,Yes,Clementi,1.30906,103.76205,Entire home/apt,6,2.0,3.0,311.0,Yes,3,0,0,3.67,3.67,4.67,3.67,3.67,3.0,3.0,No,0.06,9.0,51.833333333333336
918,19834053,a few days or more,46.0,71.0,No,Yes,Queenstown,1.27915,103.78492,Entire home/apt,2,1.0,1.0,160.0,Yes,5,3,0,4.0,3.8,4.4,4.8,4.8,4.8,4.0,No,0.1,1.0,80.0
919,19847774,,,,No,Yes,Outram,1.28359,103.84625,Hotel room,3,5.0,1.0,151.0,Yes,5,0,0,3.8,4.2,3.4,4.2,4.4,5.0,3.8,Yes,0.13,3.0,50.333333333333336
920,19849029,a few days or more,46.0,71.0,No,Yes,Novena,1.3177,103.84361,Entire home/apt,6,2.0,3.0,320.0,Yes,2,2,0,4.5,4.5,4.5,5.0,4.5,4.0,4.5,No,0.41,9.0,53.333333333333336
921,19856273,within a few hours,100.0,,No,No,Jurong East,1.32296,103.73815,Private room,1,1.0,1.0,60.0,Yes,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,No,0.02,1.0,60.0
922,19881239,,,,No,Yes,Outram,1.28295,103.8444,Hotel room,6,5.0,1.0,289.0,Yes,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,Yes,0.02,6.0,48.166666666666664
923,19895150,within an hour,100.0,11.0,No,Yes,Downtown Core,1.28116,103.8536,Entire home/apt,7,2.0,2.0,461.0,Yes,4,0,0,4.0,3.75,4.25,5.0,4.75,5.0,3.75,No,0.07,6.0,65.85714285714286
924,19953933,within an hour,100.0,100.0,Yes,Yes,Outram,1.28707,103.84243,Entire home/apt,7,2.0,3.0,766.0,Yes,11,0,0,4.82,4.64,5.0,5.0,5.0,5.0,4.45,Yes,0.21,12.0,109.42857142857143
925,19975545,a few days or more,4.0,0.0,No,Yes,Novena,1.32419,103.85397,Entire home/apt,2,1.0,,148.0,Yes,23,0,0,4.91,4.96,4.78,5.0,4.96,4.64,4.73,No,0.43,,74.0
926,20003123,within a day,80.0,81.0,No,Yes,Geylang,1.31661,103.88305,Private room,1,3.0,1.0,41.0,Yes,1,0,0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,Yes,0.06,1.0,41.0
927,20016031,within an hour,100.0,11.0,No,Yes,Outram,1.27719,103.84256,Entire home/apt,6,1.0,2.0,399.0,Yes,3,0,0,5.0,5.0,4.33,5.0,5.0,4.67,4.67,No,0.06,4.0,66.5
928,20016671,within an hour,100.0,11.0,No,Yes,Novena,1.32449,103.84315,Entire home/apt,3,1.0,1.0,127.0,Yes,3,0,0,4.67,4.0,4.33,5.0,5.0,5.0,4.0,No,0.06,2.0,42.333333333333336
929,20018299,a few days or more,4.0,0.0,No,Yes,Novena,1.32437,103.85367,Entire home/apt,2,1.0,,138.0,Yes,37,0,0,4.84,4.92,4.97,4.92,4.97,4.76,4.68,No,0.7,,69.0
930,20019928,a few days or more,4.0,0.0,No,Yes,Novena,1.32481,103.85169,Entire home/apt,2,1.0,,168.0,Yes,7,0,0,5.0,5.0,5.0,4.71,5.0,4.86,4.86,No,0.14,,84.0
931,20040797,a few days or more,4.0,0.0,No,Yes,Novena,1.32361,103.85389,Entire home/apt,2,1.0,,148.0,Yes,33,0,0,4.97,5.0,4.94,4.94,5.0,4.64,4.85,No,0.61,,74.0
932,20059256,a few days or more,4.0,0.0,No,Yes,Novena,1.32366,103.85173,Entire home/apt,2,1.0,,148.0,Yes,25,0,0,4.92,5.0,5.0,4.96,4.96,4.75,4.92,No,0.47,,74.0
933,20060105,a few days or more,4.0,0.0,No,Yes,Novena,1.32515,103.85341,Entire home/apt,2,1.0,,138.0,Yes,32,0,0,4.94,4.94,4.94,4.97,4.91,4.53,4.84,No,0.6,,69.0
934,20065234,within a day,50.0,33.0,No,Yes,Kallang,1.31021,103.85817,Private room,4,4.0,1.0,145.0,Yes,4,0,0,3.67,4.0,4.0,5.0,4.5,4.0,4.0,Yes,0.08,2.0,36.25
935,20068221,within a day,100.0,100.0,No,No,Geylang,1.31498,103.88642,Private room,1,1.0,1.0,30.0,No,0,0,0,,,,,,,,No,,1.0,30.0
936,20084815,within a day,100.0,91.0,Yes,Yes,Orchard,1.30442,103.8325,Entire home/apt,2,1.0,1.0,416.0,Yes,20,7,0,4.95,5.0,5.0,5.0,5.0,5.0,5.0,Yes,0.4,1.0,208.0
937,20096441,within a day,100.0,91.0,Yes,Yes,Orchard,1.3022,103.83398,Entire home/apt,5,2.0,2.0,496.0,Yes,10,0,0,4.9,4.6,4.6,4.9,4.9,4.9,4.6,Yes,0.22,6.0,99.2
938,20098734,a few days or more,46.0,71.0,No,Yes,Clementi,1.3102,103.76152,Entire home/apt,6,2.0,3.0,320.0,Yes,1,1,0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,No,0.13,9.0,53.333333333333336
939,20156054,within an hour,100.0,100.0,Yes,Yes,Singapore River,1.28882,103.84241,Entire home/apt,5,1.0,2.0,462.0,Yes,6,0,0,4.0,4.0,4.5,4.83,4.17,5.0,4.33,Yes,0.12,6.0,92.4
940,20177941,within an hour,100.0,100.0,Yes,Yes,Singapore River,1.28937,103.84415,Entire home/apt,5,1.0,2.0,493.0,Yes,14,0,0,4.79,4.57,4.86,4.86,4.86,4.93,4.29,Yes,0.27,6.0,98.6
941,20181595,within a few hours,100.0,50.0,No,Yes,Outram,1.28483,103.84364,Hotel room,12,6.0,1.0,27.0,Yes,3,1,0,4.33,4.33,4.33,4.33,4.0,4.67,4.33,Yes,0.06,12.0,2.25
942,20181917,within a few hours,100.0,50.0,No,Yes,Outram,1.28484,103.84285,Hotel room,12,6.0,1.0,27.0,Yes,1,0,0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,No,0.04,12.0,2.25
943,20181944,within a few hours,100.0,50.0,No,Yes,Outram,1.283,103.84484,Hotel room,10,6.0,1.0,27.0,Yes,1,0,0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,Yes,0.03,10.0,2.7
