,id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_identity_verified,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,price,has_availability,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month,total_beds,price_per_person
2692,43041408,a few days or more,0.0,0.0,No,No,Kallang,1.30845,103.86112,Entire home/apt,2,1.0,1.0,150.0,Yes,0,0,0,,,,,,,,No,,1.0,75.0
2699,43063719,within a few hours,95.0,30.0,No,Yes,Kallang,1.31276,103.85804,Entire home/apt,2,1.0,1.0,145.0,Yes,0,0,0,,,,,,,,No,,1.0,72.5
2701,43080765,within a few hours,90.0,91.0,Yes,Yes,Kallang,1.31135,103.86035,Private room,1,3.0,1.0,49.0,Yes,0,0,0,,,,,,,,Yes,,1.0,49.0
2705,43106766,within a few hours,95.0,41.0,No,Yes,Outram,1.28043,103.84695,Entire home/apt,2,1.0,1.0,187.0,Yes,0,0,0,,,,,,,,No,,1.0,93.5
2706,43107113,within a few hours,95.0,41.0,No,Yes,Downtown Core,1.27599,103.84562,Entire home/apt,2,1.0,1.0,199.0,Yes,0,0,0,,,,,,,,No,,1.0,99.5
2707,43107491,within a few hours,95.0,41.0,No,Yes,Downtown Core,1.27477,103.84523,Entire home/apt,2,1.0,1.0,170.0,Yes,0,0,0,,,,,,,,No,,1.0,85.0
2708,43108706,within a day,80.0,81.0,No,Yes,Geylang,1.31447,103.88277,Private room,1,3.0,1.0,49.0,Yes,0,0,0,,,,,,,,Yes,,1.0,49.0
2709,43112898,within an hour,100.0,97.0,No,Yes,Kallang,1.31033,103.86028,Private room,1,3.0,1.0,49.0,Yes,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,No,0.05,1.0,49.0
2713,43120799,within a few hours,95.0,30.0,No,Yes,Downtown Core,1.27924,103.8463,Entire home/apt,2,1.0,1.0,182.0,Yes,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,No,0.27,1.0,91.0
2714,43121186,within a few hours,95.0,30.0,No,Yes,Outram,1.27585,103.84388,Entire home/apt,2,1.0,1.0,170.0,Yes,0,0,0,,,,,,,,No,,1.0,85.0
2715,43121342,within a few hours,95.0,30.0,No,Yes,Downtown Core,1.27328,103.84565,Entire home/apt,2,1.0,1.0,170.0,Yes,0,0,0,,,,,,,,No,,1.0,85.0
2719,43130054,within a few hours,95.0,30.0,No,Yes,Outram,1.28356,103.84524,Entire home/apt,2,1.0,,195.0,Yes,0,0,0,,,,,,,,No,,,97.5
2723,43137994,within a few hours,95.0,41.0,No,Yes,Kallang,1.30347,103.86125,Entire home/apt,4,1.0,2.0,187.0,Yes,0,0,0,,,,,,,,No,,4.0,46.75
2728,43143215,within a day,89.0,65.0,Yes,Yes,Rochor,1.30062,103.85184,Private room,2,1.0,1.0,132.0,Yes,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,No,0.11,1.0,66.0
2730,43145222,within a few hours,95.0,41.0,No,Yes,Outram,1.28309,103.84681,Entire home/apt,4,1.0,1.0,185.0,Yes,0,0,0,,,,,,,,No,,1.0,46.25
2738,43177325,within an hour,100.0,79.0,Yes,Yes,Kallang,1.32137,103.86206,Private room,2,1.5,2.0,50.0,Yes,13,11,3,4.85,4.69,4.77,4.92,4.85,4.85,4.77,No,0.64,2.0,25.0
2743,43193534,within a few hours,95.0,41.0,No,Yes,Kallang,1.31424,103.85753,Entire home/apt,4,1.0,2.0,170.0,Yes,0,0,0,,,,,,,,No,,4.0,42.5
2744,43193779,within a few hours,95.0,30.0,No,Yes,Kallang,1.315,103.85788,Entire home/apt,4,2.0,2.0,160.0,Yes,0,0,0,,,,,,,,No,,4.0,40.0
2745,43194004,within a few hours,95.0,30.0,No,Yes,Rochor,1.30209,103.86133,Entire home/apt,4,1.0,2.0,190.0,Yes,0,0,0,,,,,,,,No,,4.0,47.5
2750,43210710,within a few hours,95.0,41.0,No,Yes,Kallang,1.31373,103.85741,Entire home/apt,2,1.0,1.0,150.0,Yes,0,0,0,,,,,,,,No,,1.0,75.0
2753,43254119,within a few hours,97.0,31.0,No,Yes,Downtown Core,1.27878,103.84626,Entire home/apt,2,1.0,1.0,200.0,Yes,0,0,0,,,,,,,,No,,1.0,100.0
2754,43263545,within a few hours,97.0,31.0,No,Yes,Downtown Core,1.27567,103.84587,Entire home/apt,2,1.0,1.0,175.0,Yes,0,0,0,,,,,,,,No,,1.0,87.5
2758,43328947,within an hour,98.0,75.0,No,Yes,Kallang,1.31374,103.85438,Private room,4,2.5,1.0,71.0,Yes,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,No,1.0,4.0,17.75
2759,43336673,within an hour,93.0,100.0,Yes,Yes,Downtown Core,1.2967,103.85543,Private room,2,1.0,1.0,130.0,Yes,128,52,2,4.73,4.82,4.75,4.78,4.87,4.83,4.76,Yes,6.41,1.0,65.0
2760,43337094,within an hour,100.0,100.0,Yes,Yes,Downtown Core,1.29658,103.85595,Private room,2,1.0,1.0,134.0,Yes,265,118,1,4.81,4.82,4.76,4.75,4.84,4.83,4.7,Yes,13.27,1.0,67.0
2762,43344197,within a few hours,100.0,89.0,Yes,Yes,Downtown Core,1.27459,103.84437,Entire home/apt,2,1.0,1.0,151.0,Yes,0,0,0,,,,,,,,Yes,,1.0,75.5
2773,43379651,within an hour,100.0,100.0,Yes,Yes,Rochor,1.306,103.85412,Private room,2,1.0,1.0,135.0,Yes,93,70,2,4.92,4.97,4.9,4.91,4.9,4.87,4.86,Yes,4.7,1.0,67.5
2774,43379899,within an hour,100.0,100.0,Yes,Yes,Rochor,1.30498,103.85591,Private room,2,1.0,1.0,144.0,Yes,25,20,1,4.76,4.76,4.84,4.8,4.76,4.76,4.6,Yes,1.27,1.0,72.0
2778,43407835,within an hour,100.0,100.0,Yes,Yes,Rochor,1.30448,103.85461,Private room,2,1.0,1.0,119.0,Yes,92,65,3,4.82,4.8,4.72,4.79,4.9,4.87,4.77,Yes,4.65,1.0,59.5
2779,43408005,within an hour,100.0,100.0,Yes,Yes,Rochor,1.30469,103.85574,Private room,2,1.0,1.0,125.0,Yes,17,16,4,4.41,4.65,4.47,4.82,4.82,5.0,4.47,Yes,0.9,1.0,62.5
2802,43521009,within an hour,100.0,74.0,Yes,Yes,Geylang,1.31082,103.87727,Entire home/apt,5,1.0,1.0,245.0,Yes,14,11,0,4.5,4.43,4.0,4.71,4.64,4.57,4.21,No,0.77,2.0,49.0
2812,43598832,within a day,54.0,96.0,No,Yes,Outram,1.28265,103.846016,Entire home/apt,4,1.0,,185.0,Yes,2,0,0,5.0,4.5,5.0,5.0,5.0,5.0,4.0,No,0.11,,46.25
2814,43658074,within a few hours,86.0,55.79398359161349,No,Yes,Kallang,1.3142,103.84733,Entire home/apt,3,1.0,,100.0,Yes,15,0,0,4.8,5.0,4.93,5.0,4.93,4.8,4.67,No,0.8,,33.333333333333336
2817,43694447,within an hour,100.0,74.0,Yes,Yes,Geylang,1.31258,103.87954,Entire home/apt,5,1.0,1.0,259.0,Yes,10,9,0,4.5,4.6,4.2,4.9,4.9,4.8,4.8,No,0.6,2.0,51.8
2822,43711437,a few days or more,0.0,0.0,No,No,Outram,1.2777,103.84479,Private room,2,1.0,,50.0,Yes,0,0,0,,,,,,,,No,,,25.0
2823,43723774,within a day,50.0,50.0,Yes,Yes,Geylang,1.31318,103.89045,Private room,2,1.5,1.0,125.0,Yes,0,0,0,,,,,,,,No,,1.0,62.5
2824,43730297,within a day,54.0,96.0,No,Yes,Outram,1.28175,103.84667,Entire home/apt,2,1.0,,150.0,Yes,1,0,0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,No,0.07,,75.0
2825,43731117,within a day,54.0,96.0,No,Yes,Outram,1.28166,103.84658,Entire home/apt,4,1.0,1.0,156.0,Yes,14,2,0,4.64,4.71,4.5,4.79,4.71,4.86,4.57,No,0.75,1.0,39.0
2826,43737197,Unknown,72.77864583333333,55.79398359161349,No,Yes,Rochor,1.30545,103.85881,Private room,2,1.0,1.0,206.0,Yes,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes,0.05,1.0,103.0
2831,43792252,within a day,54.0,96.0,No,Yes,Outram,1.28167,103.84715,Entire home/apt,4,1.0,1.0,255.0,Yes,25,2,0,4.6,4.68,4.6,4.76,4.68,4.76,4.44,No,1.36,2.0,63.75
2832,43795151,within a few hours,97.0,31.0,No,Yes,Geylang,1.32005,103.88083,Entire home/apt,4,1.0,1.0,176.0,Yes,0,0,0,,,,,,,,No,,2.0,44.0
2833,43865184,a few days or more,0.0,0.0,No,Yes,Downtown Core,1.28121,103.85358,Entire home/apt,4,2.0,2.0,230.0,Yes,0,0,0,,,,,,,,Yes,,4.0,57.5
2834,43915749,within an hour,100.0,74.0,Yes,Yes,Geylang,1.31228,103.87758,Entire home/apt,5,1.0,1.0,245.0,Yes,16,16,3,4.81,4.75,4.69,5.0,4.94,4.5,4.75,No,1.34,2.0,49.0
2836,43920230,within a few hours,97.0,31.0,No,Yes,Downtown Core,1.27394,103.84497,Entire home/apt,2,1.0,1.0,146.0,Yes,0,0,0,,,,,,,,No,,1.0,73.0
2837,43922476,within an hour,100.0,75.0,Yes,Yes,Outram,1.27943,103.84106,Entire home/apt,3,1.0,1.0,270.0,Yes,2,2,0,5.0,5.0,5.0,5.0,4.5,5.0,4.5,No,0.17,2.0,90.0
2840,43934914,within a few hours,97.0,74.0,No,No,Geylang,1.31238,103.88045,Entire home/apt,3,1.0,1.0,118.0,Yes,2,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,No,0.11,1.0,39.333333333333336
2841,43947546,within a day,50.0,17.0,No,Yes,Geylang,1.31263,103.88808,Entire home/apt,2,2.0,,128.0,Yes,0,0,0,,,,,,,,No,,,64.0
2843,43956550,a few days or more,3.0,24.0,No,Yes,Kallang,1.31623,103.85417,Entire home/apt,3,1.0,1.0,323.0,Yes,1,1,0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,No,0.08,1.0,107.66666666666667
2844,43959679,within a few hours,97.0,74.0,No,No,Geylang,1.31238,103.88244,Entire home/apt,4,1.0,1.0,113.0,Yes,6,5,3,4.67,5.0,4.83,5.0,4.67,5.0,4.67,No,0.48,3.0,28.25
2848,44042639,within a few hours,88.0,96.0,No,Yes,Geylang,1.31557,103.88199,Private room,1,3.0,1.0,41.0,Yes,0,0,0,,,,,,,,Yes,,1.0,41.0
2849,44044776,within a day,54.0,96.0,No,Yes,Outram,1.28215,103.84701,Entire home/apt,2,1.0,,147.0,Yes,8,1,0,4.5,4.63,4.63,4.88,4.63,4.5,4.38,No,0.45,,73.5
2850,44069414,within a day,50.0,50.0,Yes,Yes,Geylang,1.31496,103.88963,Entire home/apt,4,2.5,3.0,235.0,Yes,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,No,0.06,9.0,58.75
2856,44121816,within a few hours,97.0,74.0,No,No,Geylang,1.31523,103.88325,Entire home/apt,2,1.0,1.0,113.0,Yes,16,9,5,4.81,4.56,4.56,4.75,4.63,4.5,4.44,No,0.92,1.0,56.5
2859,44158699,within a few hours,97.0,31.0,No,Yes,Downtown Core,1.27547,103.84571,Entire home/apt,3,1.0,1.0,165.0,Yes,0,0,0,,,,,,,,No,,1.0,55.0
2860,44159363,within a few hours,97.0,31.0,No,Yes,Downtown Core,1.27638,103.84538,Entire home/apt,4,1.0,2.0,219.0,Yes,0,0,0,,,,,,,,No,,4.0,54.75
2861,44171737,within a few hours,97.0,74.0,No,No,Geylang,1.31323,103.88329,Entire home/apt,2,1.0,1.0,117.0,Yes,7,3,0,5.0,5.0,4.71,5.0,4.86,4.86,4.57,No,0.39,1.0,58.5
2867,44283744,within a day,89.0,65.0,Yes,Yes,Rochor,1.30214,103.85255,Private room,2,1.0,1.0,127.0,Yes,7,1,0,4.71,4.71,5.0,4.57,4.71,4.57,4.29,No,0.41,1.0,63.5
2872,44420536,within an hour,100.0,100.0,No,Yes,Outram,1.28263,103.84572,Private room,2,1.0,,186.0,Yes,0,0,0,,,,,,,,Yes,,,93.0
2876,44479128,Unknown,0.0,0.0,No,Yes,Downtown Core,1.28181,103.85186,Entire home/apt,4,1.0,1.0,180.0,Yes,0,0,0,,,,,,,,Yes,,1.0,45.0
2877,44508409,a few days or more,0.0,0.0,No,No,Kallang,1.31504,103.85593,Entire home/apt,2,1.0,,170.0,Yes,0,0,0,,,,,,,,Yes,,,85.0
2886,44606643,a few days or more,0.0,0.0,No,Yes,Downtown Core,1.3003,103.85754,Private room,2,1.5,1.0,95.0,Yes,0,0,0,,,,,,,,Yes,,1.0,47.5
2887,44626865,within a day,89.0,65.0,Yes,Yes,Rochor,1.30263,103.85084,Private room,2,1.0,1.0,121.0,Yes,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,No,0.06,1.0,60.5
2889,44713582,a few days or more,0.0,0.0,No,Yes,Rochor,1.30671,103.85633,Shared room,4,1.0,1.0,149.0,Yes,0,0,0,,,,,,,,Yes,,4.0,37.25
2891,45007102,within a few hours,97.0,31.0,No,Yes,Rochor,1.30126,103.84827,Entire home/apt,2,1.0,1.0,165.0,Yes,0,0,0,,,,,,,,No,,1.0,82.5
2894,45085208,Unknown,0.0,0.0,No,Yes,Outram,1.27447,103.84156,Private room,4,2.0,3.0,220.0,Yes,0,0,0,,,,,,,,No,,9.0,55.0
2895,45107551,within a few hours,97.0,31.0,No,Yes,Downtown Core,1.2738,103.84713,Entire home/apt,4,1.0,2.0,182.0,Yes,0,0,0,,,,,,,,No,,4.0,45.5
2896,45109853,within a few hours,95.0,41.0,No,Yes,Geylang,1.31591,103.88235,Private room,1,1.0,,60.0,Yes,0,0,0,,,,,,,,No,,,60.0
2898,45131086,within a day,89.0,65.0,Yes,Yes,Rochor,1.30096,103.85055,Private room,2,1.0,1.0,132.0,Yes,3,2,0,4.33,4.67,5.0,4.67,4.0,5.0,4.67,No,0.22,2.0,66.0
2900,45134515,within a few hours,95.0,41.0,No,Yes,Kallang,1.31042,103.86171,Private room,2,1.0,1.0,85.0,Yes,0,0,0,,,,,,,,No,,1.0,42.5
2903,45167077,within a few hours,97.0,31.0,No,Yes,Downtown Core,1.27901,103.84844,Entire home/apt,2,1.0,1.0,200.0,Yes,0,0,0,,,,,,,,No,,1.0,100.0
2905,45277806,within a few hours,100.0,85.0,Yes,Yes,Rochor,1.30612,103.85557,Private room,2,1.0,1.0,86.0,Yes,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,No,0.23,1.0,43.0
2906,45280147,within a few hours,95.0,41.0,No,Yes,Geylang,1.31784,103.88605,Private room,1,1.0,1.0,95.0,Yes,0,0,0,,,,,,,,No,,1.0,95.0
2913,45491502,within a few hours,97.0,31.0,No,Yes,Downtown Core,1.2731,103.84636,Entire home/apt,2,1.0,1.0,175.0,Yes,0,0,0,,,,,,,,No,,1.0,87.5
2916,45533359,a few days or more,0.0,0.0,No,Yes,Rochor,1.30629,103.8553,Shared room,3,1.0,1.0,111.0,Yes,0,0,0,,,,,,,,Yes,,3.0,37.0
2917,45533430,a few days or more,0.0,0.0,No,Yes,Rochor,1.30735,103.85541,Shared room,2,1.0,1.0,74.0,Yes,0,0,0,,,,,,,,Yes,,2.0,37.0
2918,45533543,a few days or more,0.0,55.79398359161349,No,Yes,Rochor,1.3073,103.85728,Shared room,1,1.0,1.0,55.0,Yes,1,0,0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,Yes,0.07,1.0,55.0
2919,45533575,a few days or more,0.0,0.0,No,Yes,Rochor,1.30587,103.85739,Shared room,4,1.0,1.0,149.0,Yes,0,0,0,,,,,,,,Yes,,4.0,37.25
2920,45533686,a few days or more,0.0,0.0,No,Yes,Rochor,1.30704,103.85544,Shared room,3,1.0,1.0,111.0,Yes,0,0,0,,,,,,,,Yes,,3.0,37.0
2921,45533881,a few days or more,0.0,0.0,No,Yes,Rochor,1.30604,103.85719,Shared room,1,1.0,1.0,55.0,Yes,0,0,0,,,,,,,,Yes,,1.0,55.0
2922,45533882,a few days or more,0.0,0.0,No,Yes,Rochor,1.30596,103.85688,Shared room,2,1.0,1.0,74.0,Yes,0,0,0,,,,,,,,Yes,,2.0,37.0
2931,45549184,a few days or more,17.0,100.0,No,Yes,Geylang,1.31809,103.88386,Private room,1,1.0,1.0,53.0,Yes,0,0,0,,,,,,,,No,,1.0,53.0
2932,45583200,within an hour,100.0,99.0,No,Yes,Kallang,1.31325,103.86207,Private room,2,1.5,1.0,195.0,Yes,2,2,0,4.0,4.5,4.5,4.5,5.0,5.0,5.0,Yes,0.17,2.0,97.5
2935,45680876,within a few hours,88.0,96.0,No,Yes,Outram,1.28516,103.84196,Private room,1,1.0,1.0,69.0,Yes,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes,0.07,1.0,69.0
2938,45718958,within an hour,100.0,0.0,No,Yes,Downtown Core,1.27421,103.84621,Entire home/apt,3,1.5,1.0,110.0,Yes,0,0,0,,,,,,,,No,,1.0,36.666666666666664
2940,45771807,within a few hours,97.0,74.0,No,No,Geylang,1.31193,103.88441,Private room,5,1.0,1.0,79.0,Yes,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No,0.12,5.0,15.8
2941,45772597,within a few hours,100.0,0.0,No,Yes,Rochor,1.30398,103.85052,Private room,2,1.0,,215.0,Yes,0,0,0,,,,,,,,Yes,,,107.5
2942,45773295,within a few hours,100.0,0.0,No,Yes,Rochor,1.30611,103.85242,Private room,2,1.0,,215.0,Yes,0,0,0,,,,,,,,Yes,,,107.5
2943,45773404,within a few hours,100.0,0.0,No,Yes,Rochor,1.30392,103.85187,Private room,2,1.0,,239.0,Yes,0,0,0,,,,,,,,Yes,,,119.5
2944,45773494,within a few hours,100.0,0.0,No,Yes,Rochor,1.30617,103.85044,Private room,2,1.0,,262.0,Yes,0,0,0,,,,,,,,Yes,,,131.0
2945,45773595,within a few hours,100.0,0.0,No,Yes,Rochor,1.30406,103.85165,Private room,2,1.0,1.0,274.0,Yes,0,0,0,,,,,,,,Yes,,1.0,137.0
2947,45773723,within a few hours,100.0,0.0,No,Yes,Rochor,1.30603,103.8507,Private room,2,1.0,,309.0,Yes,0,0,0,,,,,,,,Yes,,,154.5
2965,45895673,within a few hours,98.0,59.0,Yes,Yes,Outram,1.28107,103.84795,Entire home/apt,2,1.0,,98.0,Yes,9,7,0,4.44,4.89,4.56,4.78,4.44,4.89,4.56,No,0.63,,49.0
2980,45998293,within an hour,100.0,100.0,Yes,Yes,Outram,1.28754,103.84237,Entire home/apt,3,1.0,1.0,300.0,Yes,0,0,0,,,,,,,,Yes,,1.0,100.0
2996,46082396,within a few hours,100.0,84.0,No,Yes,Outram,1.28314,103.84535,Entire home/apt,2,1.0,,88.0,Yes,0,0,0,,,,,,,,No,,,44.0
3001,46144509,within an hour,100.0,100.0,Yes,Yes,Downtown Core,1.29648,103.8571,Private room,2,1.0,,145.0,Yes,13,10,1,4.77,4.85,4.54,4.62,4.69,4.77,4.46,Yes,0.96,,72.5
3002,46144841,within an hour,100.0,100.0,Yes,Yes,Downtown Core,1.29827,103.8576,Private room,2,1.0,,125.0,Yes,4,4,0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,Yes,0.48,,62.5
3003,46145057,within an hour,93.0,100.0,Yes,Yes,Downtown Core,1.29635,103.85682,Private room,2,1.0,,136.0,Yes,4,2,0,5.0,4.5,5.0,4.75,4.75,4.75,4.5,Yes,0.3,,68.0
3009,46286371,within a few hours,100.0,84.0,No,Yes,Outram,1.28336,103.84559,Entire home/apt,2,1.0,,88.0,Yes,1,1,0,3.0,3.0,1.0,2.0,3.0,5.0,2.0,No,0.26,,44.0
3013,46382569,within a few hours,99.0,96.0,No,Yes,Downtown Core,1.29749,103.85674,Private room,2,1.5,,125.0,Yes,2,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,No,0.16,,62.5
3014,46383076,within a few hours,99.0,96.0,No,Yes,Downtown Core,1.29749,103.85674,Private room,2,1.5,,125.0,Yes,0,0,0,,,,,,,,No,,,62.5
3015,46383256,within a few hours,99.0,96.0,No,Yes,Downtown Core,1.29749,103.85674,Private room,3,1.5,,156.0,Yes,2,2,1,5.0,4.5,4.0,5.0,5.0,5.0,5.0,No,1.62,,52.0
3016,46383430,within a few hours,99.0,96.0,No,Yes,Downtown Core,1.29749,103.85674,Private room,3,1.5,,156.0,Yes,0,0,0,,,,,,,,No,,,52.0
3017,46384314,within a few hours,99.0,96.0,No,Yes,Downtown Core,1.29749,103.85674,Private room,3,1.5,,156.0,Yes,1,1,1,3.0,3.0,5.0,3.0,4.0,3.0,3.0,No,1.0,,52.0
3018,46384410,within a few hours,99.0,96.0,No,Yes,Downtown Core,1.29749,103.85674,Private room,3,1.5,,156.0,Yes,0,0,0,,,,,,,,No,,,52.0
3019,46384557,within a few hours,99.0,96.0,No,Yes,Downtown Core,1.29749,103.85674,Private room,3,1.5,,156.0,Yes,9,8,0,4.33,4.33,4.56,4.67,4.89,4.89,4.56,No,0.71,,52.0
3020,46384679,within a few hours,99.0,96.0,No,Yes,Downtown Core,1.29749,103.85674,Private room,3,1.5,,156.0,Yes,0,0,0,,,,,,,,No,,,52.0
3021,46384841,within a few hours,99.0,96.0,No,Yes,Downtown Core,1.29749,103.85674,Private room,3,1.5,,145.0,Yes,0,0,0,,,,,,,,No,,,48.333333333333336
3022,46385159,within a few hours,99.0,96.0,No,Yes,Downtown Core,1.29749,103.85674,Private room,4,1.5,,199.0,Yes,0,0,0,,,,,,,,No,,,49.75
3023,46385269,within a few hours,99.0,96.0,No,Yes,Downtown Core,1.29749,103.85674,Private room,4,1.5,,199.0,Yes,3,3,0,5.0,4.67,4.67,4.0,5.0,5.0,4.67,No,0.28,,49.75
3024,46385394,within a few hours,99.0,96.0,No,Yes,Downtown Core,1.29749,103.85674,Private room,4,1.5,,178.0,Yes,0,0,0,,,,,,,,No,,,44.5
3025,46385525,within a few hours,99.0,96.0,No,Yes,Downtown Core,1.29749,103.85674,Private room,4,1.5,,228.0,Yes,1,1,0,4.0,2.0,5.0,4.0,5.0,5.0,3.0,No,0.08,,57.0
3026,46385713,within a few hours,99.0,96.0,No,Yes,Downtown Core,1.29749,103.85674,Private room,4,1.5,,228.0,Yes,6,6,0,4.0,4.5,4.33,3.67,3.83,4.67,4.5,No,0.49,,57.0
3029,46423926,within an hour,100.0,99.0,No,Yes,Kallang,1.3114,103.86233,Private room,3,1.0,1.0,206.0,Yes,3,3,0,2.67,3.33,2.33,3.67,3.33,3.67,3.33,Yes,0.25,1.0,68.66666666666667
3030,46424078,within an hour,100.0,99.0,No,Yes,Kallang,1.3134,103.86153,Private room,2,1.0,,195.0,Yes,4,1,0,4.25,4.25,4.25,4.75,4.5,4.0,4.25,Yes,0.31,,97.5
3032,46446227,within a few hours,100.0,84.0,No,Yes,Outram,1.28349,103.84562,Entire home/apt,2,1.0,,83.0,Yes,3,3,0,5.0,5.0,5.0,5.0,5.0,5.0,4.33,No,0.26,,41.5
3034,46473224,within an hour,100.0,99.0,No,Yes,Kallang,1.31356,103.86185,Private room,1,1.0,1.0,160.0,Yes,1,1,0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,Yes,0.09,1.0,160.0
3038,46475469,within a few hours,100.0,89.0,Yes,Yes,Downtown Core,1.2763,103.84546,Entire home/apt,4,2.0,2.0,196.0,Yes,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,No,0.08,,49.0
3047,46495019,a few days or more,42.0,7.0,No,Yes,Kallang,1.31477,103.857,Entire home/apt,3,1.0,,100.0,Yes,0,0,0,,,,,,,,No,,,33.333333333333336
3050,46541284,Unknown,0.0,0.0,No,Yes,Kallang,1.32185,103.86491,Private room,1,1.0,1.0,82.0,Yes,0,0,0,,,,,,,,Yes,,1.0,82.0
3051,46541439,Unknown,0.0,0.0,No,Yes,Rochor,1.30099,103.84976,Private room,1,1.0,1.0,82.0,Yes,0,0,0,,,,,,,,Yes,,1.0,82.0
3052,46575990,Unknown,0.0,0.0,No,Yes,Rochor,1.30097,103.85176,Private room,3,1.0,1.0,67.0,Yes,0,0,0,,,,,,,,Yes,,1.0,22.333333333333332
3054,46589112,within a few hours,100.0,93.0,Yes,Yes,Outram,1.28594,103.84457,Private room,2,1.0,1.0,85.0,Yes,8,7,1,4.63,5.0,4.25,4.88,4.88,5.0,4.75,No,0.65,1.0,42.5
3062,46608047,a few days or more,42.0,7.0,No,Yes,Rochor,1.30174,103.84593,Entire home/apt,3,1.0,1.0,95.0,Yes,0,0,0,,,,,,,,No,,,31.666666666666668
3081,46754912,within a day,90.0,100.0,No,Yes,Rochor,1.3077,103.85037,Shared room,1,1.0,1.0,50.0,Yes,0,0,0,,,,,,,,Yes,,1.0,50.0
3082,46755062,within a day,90.0,100.0,No,Yes,Rochor,1.30746,103.85228,Shared room,1,1.0,1.0,53.0,Yes,0,0,0,,,,,,,,Yes,,1.0,53.0
3083,46803536,within a few hours,100.0,80.0,Yes,Yes,Downtown Core,1.28091,103.85189,Private room,2,1.0,1.0,94.0,Yes,0,0,0,,,,,,,,No,,,47.0
3091,47037652,within a few hours,97.0,31.0,No,Yes,Downtown Core,1.27637,103.84586,Entire home/apt,2,1.0,1.0,165.0,Yes,0,0,0,,,,,,,,No,,,82.5
3093,47124048,within a few hours,100.0,80.0,Yes,Yes,Downtown Core,1.2802,103.85392,Private room,2,1.0,1.0,105.0,Yes,0,0,0,,,,,,,,Yes,,,52.5
3094,47188396,within a day,89.0,65.0,Yes,Yes,Rochor,1.30061,103.85199,Private room,2,1.0,1.0,121.0,Yes,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,No,0.12,1.0,60.5
3098,47295571,within an hour,92.0,100.0,No,Yes,Kallang,1.3145,103.84687,Private room,1,1.0,1.0,82.0,Yes,0,0,0,,,,,,,,No,,1.0,82.0
3104,47326826,within a few hours,95.0,30.0,No,Yes,Kallang,1.30006,103.88389,Entire home/apt,2,1.0,,225.0,Yes,0,0,0,,,,,,,,No,,,112.5
3110,47482004,within a few hours,97.0,31.0,No,Yes,Downtown Core,1.27774,103.84501,Entire home/apt,2,1.0,1.0,235.0,Yes,0,0,0,,,,,,,,No,,1.0,117.5
3113,47558087,within an hour,100.0,100.0,No,Yes,Geylang,1.31288,103.88573,Entire home/apt,5,2.0,2.0,258.0,Yes,9,9,1,4.89,4.78,4.56,4.78,4.89,4.89,4.67,Yes,1.0,4.0,51.6
3115,47774321,within a few hours,100.0,80.0,Yes,Yes,Downtown Core,1.28152,103.85391,Private room,2,1.0,1.0,90.0,Yes,0,0,0,,,,,,,,No,,,45.0
3122,47838915,within a few hours,95.0,41.0,No,Yes,Kallang,1.3277,103.86393,Entire home/apt,5,1.0,2.0,225.0,Yes,0,0,0,,,,,,,,No,,4.0,45.0
3123,47878440,within a day,50.0,50.0,No,No,Geylang,1.3143,103.90205,Entire home/apt,4,2.0,2.0,149.0,Yes,0,0,0,,,,,,,,No,,4.0,37.25
3124,47893438,Unknown,0.0,0.0,No,Yes,Geylang,1.32478,103.90492,Private room,2,1.0,1.0,75.0,Yes,0,0,0,,,,,,,,Yes,,2.0,37.5
3125,47893862,Unknown,0.0,0.0,No,Yes,Geylang,1.3249,103.90522,Private room,2,1.0,1.0,80.0,Yes,0,0,0,,,,,,,,Yes,,2.0,40.0
3127,47911042,within an hour,99.0,100.0,No,Yes,Downtown Core,1.298,103.85571,Private room,2,1.0,,163.0,Yes,72,72,4,4.65,4.56,4.61,4.67,4.68,4.72,4.54,Yes,7.4,,81.5
