,id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_identity_verified,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,price,has_availability,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month,total_beds,price_per_person
996,21013726,within an hour,100.0,97.0,No,Yes,Kallang,1.30852,103.86103,Private room,1,3.0,1.0,99.0,Yes,4,1,0,4.25,4.0,3.5,4.75,4.5,4.25,4.0,No,0.11,1.0,99.0
997,21015410,within a few hours,90.0,91.0,Yes,Yes,Kallang,1.30895,103.86149,Private room,1,3.0,1.0,46.0,Yes,1,0,0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,Yes,0.03,1.0,46.0
998,21015787,within a day,80.0,81.0,No,Yes,Kallang,1.3097,103.8617,Private room,1,3.0,1.0,46.0,Yes,0,0,0,,,,,,,,Yes,,1.0,46.0
1001,21015873,within an hour,100.0,99.0,Yes,Yes,Rochor,1.29806,103.85257,Entire home/apt,2,1.0,1.0,155.0,Yes,6,0,0,5.0,4.83,4.67,5.0,5.0,4.67,4.5,Yes,0.15,1.0,77.5
1002,21015874,within an hour,100.0,99.0,Yes,Yes,Rochor,1.29806,103.85257,Entire home/apt,2,1.0,1.0,155.0,Yes,11,0,0,4.82,4.91,4.91,4.91,5.0,4.91,4.55,Yes,0.23,1.0,77.5
1003,21015876,within an hour,100.0,99.0,Yes,Yes,Rochor,1.29806,103.85257,Entire home/apt,2,1.0,1.0,155.0,Yes,17,3,0,4.94,5.0,4.94,4.88,4.94,4.94,4.65,Yes,0.35,1.0,77.5
1004,21015880,within an hour,100.0,99.0,Yes,Yes,Rochor,1.29806,103.85257,Entire home/apt,2,1.0,1.0,157.0,Yes,30,6,0,4.97,4.97,4.97,5.0,4.97,4.93,4.83,Yes,0.63,1.0,78.5
1005,21015881,within an hour,100.0,99.0,Yes,Yes,Rochor,1.29806,103.85257,Entire home/apt,2,1.0,1.0,155.0,Yes,8,2,1,4.88,5.0,4.88,5.0,4.88,5.0,4.63,Yes,0.19,1.0,77.5
1006,21015977,within an hour,100.0,99.0,Yes,Yes,Rochor,1.29806,103.85257,Entire home/apt,2,1.0,1.0,155.0,Yes,9,4,2,5.0,4.89,5.0,5.0,4.89,4.78,4.44,Yes,0.25,1.0,77.5
1009,21049838,within a few hours,87.0,0.0,No,No,Downtown Core,1.28484,103.85875,Private room,1,1.0,1.0,57.0,Yes,0,0,0,,,,,,,,No,,1.0,57.0
1010,21050025,within a few hours,87.0,0.0,No,No,Downtown Core,1.28875,103.85302,Private room,1,1.0,1.0,68.0,Yes,0,0,0,,,,,,,,No,,1.0,68.0
1013,21061607,within a few hours,87.0,0.0,No,No,Downtown Core,1.28525,103.8529,Private room,1,1.0,1.0,80.0,Yes,0,0,0,,,,,,,,No,,1.0,80.0
1017,21145943,within a day,80.0,81.0,No,Yes,Outram,1.28412,103.84245,Private room,1,1.0,1.0,69.0,Yes,0,0,0,,,,,,,,Yes,,1.0,69.0
1018,21154124,within a day,100.0,55.79398359161349,No,Yes,Rochor,1.30103,103.85222,Private room,2,1.0,1.0,55.0,Yes,1,0,0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,No,0.02,1.0,27.5
1020,21200260,within a few hours,100.0,89.0,Yes,Yes,Downtown Core,1.27528,103.84398,Entire home/apt,2,1.0,1.0,141.0,Yes,10,0,0,5.0,5.0,4.4,4.9,5.0,5.0,4.7,Yes,0.2,1.0,70.5
1023,21312604,within a few hours,98.0,84.0,Yes,Yes,Outram,1.27729,103.84338,Entire home/apt,1,1.0,,85.0,Yes,11,1,0,4.82,4.91,4.82,4.82,4.82,4.91,4.55,No,0.22,,85.0
1024,21314479,within a few hours,98.0,84.0,Yes,Yes,Outram,1.28206,103.84549,Entire home/apt,1,1.0,,90.0,Yes,6,0,0,4.67,5.0,4.83,5.0,5.0,4.5,4.5,No,0.18,,90.0
1025,21314866,within a few hours,98.0,84.0,Yes,Yes,Outram,1.28203,103.84772,Entire home/apt,2,1.0,1.0,140.0,Yes,22,1,0,4.73,4.91,4.91,4.95,4.91,4.95,4.5,No,0.44,1.0,70.0
1026,21358634,within an hour,98.0,75.0,No,Yes,Kallang,1.31351,103.85355,Private room,2,1.0,1.0,60.0,Yes,86,7,1,4.59,4.71,4.72,4.77,4.86,4.85,4.56,No,1.72,1.0,30.0
1037,21502138,within a few hours,100.0,84.0,No,Yes,Geylang,1.31494,103.88602,Entire home/apt,2,1.0,1.0,68.0,Yes,16,0,0,4.94,4.94,4.75,4.88,4.81,4.5,4.69,No,0.33,1.0,34.0
1046,21703476,within a few hours,90.0,91.0,Yes,Yes,Kallang,1.3101,103.86233,Private room,1,3.0,1.0,49.0,Yes,1,0,0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,Yes,0.02,1.0,49.0
1048,21718303,within a few hours,87.0,0.0,No,No,Downtown Core,1.27988,103.85165,Private room,1,3.0,1.0,80.0,Yes,0,0,0,,,,,,,,No,,1.0,80.0
1049,21722898,within a day,80.0,81.0,No,Yes,Geylang,1.3147,103.88163,Private room,1,3.0,1.0,39.0,Yes,2,0,0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,Yes,0.07,1.0,39.0
1050,21765670,within a few hours,100.0,84.0,No,Yes,Geylang,1.31374,103.88784,Entire home/apt,2,1.0,1.0,75.0,Yes,32,0,0,4.84,4.91,4.81,4.91,4.88,4.53,4.75,No,0.66,1.0,37.5
1051,21772057,within an hour,100.0,97.0,No,Yes,Geylang,1.31424,103.88079,Private room,1,3.0,1.0,41.0,Yes,1,0,0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,No,0.02,1.0,41.0
1055,21793363,within a day,80.0,81.0,No,Yes,Geylang,1.31563,103.88228,Private room,1,3.0,1.0,39.0,Yes,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes,0.04,1.0,39.0
1056,21803237,within an hour,100.0,97.0,No,Yes,Geylang,1.31496,103.88168,Private room,1,3.0,1.0,36.0,Yes,1,0,0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,No,0.02,1.0,36.0
1057,21804950,within a few hours,100.0,100.0,Yes,Yes,Kallang,1.29951,103.88525,Entire home/apt,2,1.0,1.0,160.0,Yes,41,5,0,4.8,4.76,4.8,4.9,4.71,4.63,4.61,No,0.82,1.0,80.0
1058,21805009,within a few hours,100.0,84.0,No,Yes,Geylang,1.31515,103.88655,Entire home/apt,2,1.0,1.0,73.0,Yes,12,1,0,4.83,5.0,4.92,5.0,5.0,4.75,4.75,No,0.26,1.0,36.5
1059,21806277,within a few hours,95.0,30.0,No,Yes,Downtown Core,1.27394,103.84438,Private room,2,1.0,1.0,195.0,Yes,0,0,0,,,,,,,,No,,1.0,97.5
1060,21820005,within an hour,96.0,100.0,No,Yes,Outram,1.28336,103.84538,Hotel room,1,1.0,1.0,176.0,Yes,69,2,0,4.48,4.64,4.61,4.87,4.91,4.93,4.49,Yes,1.41,1.0,176.0
1061,21847888,within a few hours,100.0,84.0,No,Yes,Geylang,1.31443,103.88593,Entire home/apt,2,1.0,1.0,73.0,Yes,16,3,0,4.88,4.88,4.88,4.88,4.81,4.75,4.88,No,0.34,1.0,36.5
1062,21854678,within an hour,100.0,96.0,Yes,Yes,Kallang,1.29951,103.88525,Entire home/apt,2,1.0,1.0,164.0,Yes,57,7,2,4.82,4.86,4.79,4.93,4.93,4.49,4.65,Yes,1.16,1.0,82.0
1063,21854687,within an hour,100.0,96.0,Yes,Yes,Kallang,1.29951,103.88525,Entire home/apt,2,1.0,1.0,181.0,Yes,51,9,0,4.88,4.94,4.92,4.98,4.94,4.59,4.73,Yes,1.05,1.0,90.5
1064,21854697,within an hour,100.0,96.0,Yes,Yes,Kallang,1.29951,103.88525,Entire home/apt,2,1.0,1.0,180.0,Yes,25,0,0,4.8,4.88,4.84,4.92,4.88,4.44,4.52,Yes,0.51,1.0,90.0
1065,21872033,Unknown,0.0,0.0,No,No,Downtown Core,1.28019,103.85321,Private room,1,1.0,1.0,72.0,No,0,0,0,,,,,,,,No,,1.0,72.0
1066,21887155,within a day,75.0,0.0,No,Yes,Geylang,1.31353,103.90487,Private room,2,2.0,1.0,40.0,Yes,90,0,0,4.76,4.91,4.63,4.98,4.93,4.6,4.78,No,1.81,2.0,20.0
1068,21888290,within a few hours,100.0,100.0,Yes,Yes,Geylang,1.31159,103.88769,Entire home/apt,2,1.5,1.0,136.0,Yes,25,0,0,4.88,4.92,4.92,5.0,5.0,4.72,4.8,No,0.51,1.0,68.0
1069,21913235,within a few hours,90.0,91.0,Yes,Yes,Kallang,1.3082,103.86086,Private room,1,3.0,1.0,49.0,Yes,1,0,0,5.0,3.0,3.0,5.0,5.0,5.0,4.0,No,0.04,1.0,49.0
1070,21916263,within an hour,100.0,97.0,No,Yes,Kallang,1.30957,103.86113,Private room,1,3.0,1.0,49.0,Yes,3,0,0,4.67,4.67,3.67,5.0,5.0,5.0,4.33,No,0.07,1.0,49.0
1071,21927257,within a few hours,90.0,91.0,Yes,Yes,Geylang,1.31475,103.88165,Private room,1,3.0,1.0,39.0,Yes,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes,0.02,1.0,39.0
1072,21928795,within a day,80.0,81.0,No,Yes,Kallang,1.31183,103.8588,Private room,1,1.0,1.0,54.0,Yes,1,0,0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,Yes,0.03,1.0,54.0
1076,21970302,within a few hours,90.0,91.0,Yes,Yes,Outram,1.28471,103.84319,Private room,1,1.0,1.0,69.0,Yes,1,0,0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,Yes,0.03,1.0,69.0
1077,22000933,within a few hours,100.0,84.0,No,Yes,Geylang,1.31438,103.88821,Entire home/apt,2,1.0,1.0,68.0,Yes,18,2,0,4.78,4.67,4.56,4.89,4.94,4.67,4.72,No,0.37,1.0,34.0
1079,22019165,within an hour,100.0,97.0,No,Yes,Outram,1.28449,103.84294,Private room,1,1.0,1.0,69.0,Yes,1,0,0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,No,0.02,1.0,69.0
1081,22021293,within an hour,96.0,100.0,No,Yes,Outram,1.28498,103.84314,Hotel room,2,1.0,1.0,199.0,Yes,95,2,0,4.26,4.4,4.28,4.81,4.69,4.91,4.31,Yes,1.93,1.0,99.5
1083,22051992,within a day,80.0,81.0,No,Yes,Outram,1.28449,103.84294,Private room,1,1.0,1.0,69.0,Yes,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,Yes,0.02,1.0,69.0
1096,22214451,within a few hours,90.0,91.0,Yes,Yes,Kallang,1.30936,103.86254,Private room,1,3.0,1.0,59.0,Yes,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes,0.03,1.0,59.0
1098,22267147,within a day,80.0,81.0,No,Yes,Geylang,1.3147,103.88163,Private room,1,3.0,1.0,33.0,Yes,2,0,0,3.5,4.0,2.5,5.0,5.0,4.5,3.5,Yes,0.05,1.0,33.0
1099,22282038,within an hour,100.0,96.0,Yes,Yes,Kallang,1.29986,103.8851,Entire home/apt,2,1.0,1.0,190.0,Yes,18,2,0,4.83,4.94,4.89,4.94,4.83,4.39,4.44,Yes,0.37,1.0,95.0
1101,22329509,within a few hours,87.0,0.0,No,No,Downtown Core,1.28206,103.8538,Private room,1,1.0,1.0,90.0,Yes,0,0,0,,,,,,,,No,,1.0,90.0
1107,22345943,within a day,80.0,81.0,No,Yes,Kallang,1.30736,103.86222,Private room,1,3.0,1.0,49.0,Yes,2,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes,0.04,1.0,49.0
1110,22376153,within a few hours,90.0,91.0,Yes,Yes,Kallang,1.31049,103.86129,Private room,1,3.0,1.0,49.0,Yes,2,0,0,4.5,4.0,4.5,4.5,4.0,5.0,4.0,Yes,0.07,1.0,49.0
1111,22395492,within a few hours,90.0,91.0,Yes,Yes,Kallang,1.30979,103.86145,Private room,1,3.0,1.0,49.0,Yes,2,0,0,4.0,4.0,4.0,5.0,4.5,4.5,3.5,Yes,0.06,1.0,49.0
1118,22544362,within a few hours,100.0,89.0,Yes,Yes,Downtown Core,1.27424,103.8443,Entire home/apt,2,1.0,1.0,140.0,Yes,10,1,0,4.9,4.9,4.5,5.0,4.9,5.0,4.6,Yes,0.22,1.0,70.0
1120,22561920,within an hour,100.0,97.0,No,Yes,Outram,1.28449,103.84294,Private room,1,1.0,1.0,69.0,Yes,1,0,0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,No,0.02,1.0,69.0
1122,22590845,within a day,80.0,81.0,No,Yes,Outram,1.28379,103.84375,Private room,1,2.0,1.0,59.0,Yes,2,0,0,4.0,3.5,3.0,4.5,3.5,4.5,3.5,Yes,0.04,1.0,59.0
1127,22684718,within a few hours,100.0,84.0,No,Yes,Geylang,1.3145,103.8859,Entire home/apt,2,1.0,1.0,80.0,Yes,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,No,0.04,1.0,40.0
1128,22708024,Unknown,0.0,0.0,No,No,Rochor,1.30029,103.84699,Entire home/apt,1,1.0,,85.0,Yes,0,0,0,,,,,,,,Yes,,,85.0
1129,22720008,within a day,80.0,81.0,No,Yes,Outram,1.28449,103.84294,Private room,1,2.0,1.0,69.0,Yes,0,0,0,,,,,,,,Yes,,1.0,69.0
1131,22733377,a few days or more,0.0,55.79398359161349,No,No,Kallang,1.29811,103.87299,Entire home/apt,4,2.5,2.0,118.0,Yes,4,0,0,4.5,4.25,4.0,4.75,4.75,4.5,4.5,Yes,0.08,4.0,29.5
1132,22745179,within an hour,100.0,100.0,Yes,Yes,Downtown Core,1.27831,103.85082,Entire home/apt,3,1.0,1.0,203.0,Yes,143,54,3,4.93,4.95,4.84,4.96,4.97,4.91,4.85,Yes,2.99,1.0,67.66666666666667
1133,22760803,within a few hours,95.0,41.0,No,Yes,Outram,1.27575,103.84442,Entire home/apt,2,1.0,1.0,165.0,Yes,0,0,0,,,,,,,,No,,1.0,82.5
1139,22836157,a few days or more,0.0,0.0,No,Yes,Kallang,1.31589,103.84751,Private room,2,1.0,1.0,35.0,Yes,1,0,0,0.0,,,,,,,No,0.02,1.0,17.5
1145,22947456,within a few hours,100.0,84.0,No,Yes,Geylang,1.31335,103.88809,Entire home/apt,2,1.0,1.0,73.0,Yes,9,1,0,4.67,5.0,4.78,4.89,4.67,5.0,4.78,No,0.21,1.0,36.5
1152,23045739,within an hour,100.0,99.0,Yes,Yes,Rochor,1.29806,103.85257,Entire home/apt,2,1.0,1.0,155.0,Yes,5,4,1,4.8,5.0,5.0,5.0,4.8,5.0,4.8,Yes,0.28,1.0,77.5
1153,23048720,within a few hours,90.0,91.0,Yes,Yes,Outram,1.28449,103.84294,Private room,1,1.0,1.0,69.0,Yes,1,0,0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,Yes,0.02,1.0,69.0
1155,23063409,within an hour,100.0,99.0,Yes,Yes,Rochor,1.29795,103.85247,Entire home/apt,2,1.0,1.0,195.0,Yes,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,3.5,Yes,0.25,1.0,97.5
1156,23070535,within a few hours,90.0,91.0,Yes,Yes,Outram,1.28449,103.84294,Private room,1,1.0,1.0,55.0,Yes,0,0,0,,,,,,,,Yes,,1.0,55.0
1158,23080358,within a day,80.0,81.0,No,Yes,Outram,1.28449,103.84294,Private room,1,1.0,1.0,55.0,Yes,0,0,0,,,,,,,,Yes,,1.0,55.0
1162,23097015,within an hour,100.0,97.0,No,Yes,Geylang,1.3147,103.88163,Private room,1,3.0,1.0,39.0,Yes,5,0,0,4.6,4.2,4.2,4.8,4.8,5.0,4.2,No,0.11,1.0,39.0
1163,23108965,within a few hours,90.0,91.0,Yes,Yes,Outram,1.28449,103.84294,Private room,1,1.0,1.0,69.0,Yes,0,0,0,,,,,,,,Yes,,1.0,69.0
1164,23169041,within an hour,98.0,75.0,No,Yes,Kallang,1.31388,103.85292,Private room,3,1.5,1.0,61.0,Yes,51,1,1,4.39,4.59,4.27,4.9,4.94,4.82,4.49,No,1.1,2.0,20.333333333333332
1167,23245969,a few days or more,4.0,41.0,No,No,Rochor,1.30245,103.84828,Private room,2,1.0,1.0,55.0,Yes,0,0,0,,,,,,,,Yes,,1.0,27.5
1170,23277237,within an hour,98.0,75.0,No,Yes,Kallang,1.3145,103.85392,Private room,3,2.5,1.0,60.0,Yes,50,1,1,4.5,4.78,4.36,4.78,4.88,4.74,4.44,No,1.07,2.0,20.0
1171,23277415,within a few hours,98.0,84.0,Yes,Yes,Outram,1.28201,103.84464,Entire home/apt,2,1.0,,120.0,Yes,38,0,0,4.79,4.89,4.79,4.95,4.97,4.97,4.74,No,0.88,,60.0
1172,23279931,within a few hours,98.0,84.0,Yes,Yes,Downtown Core,1.29586,103.85389,Entire home/apt,2,1.0,1.0,100.0,Yes,2,0,0,5.0,5.0,4.5,5.0,5.0,4.5,4.5,No,0.05,1.0,50.0
1173,23285759,a few days or more,4.0,41.0,No,No,Rochor,1.30371,103.8471,Private room,1,1.0,1.0,68.0,Yes,0,0,0,,,,,,,,Yes,,1.0,68.0
1174,23315012,within a few hours,98.0,84.0,Yes,Yes,Downtown Core,1.28787,103.85032,Entire home/apt,1,1.0,,135.0,Yes,24,0,0,4.79,4.88,4.88,4.96,4.96,4.96,4.5,Yes,0.58,,135.0
1192,23506068,within a few hours,100.0,89.0,Yes,Yes,Downtown Core,1.27633,103.84515,Entire home/apt,2,1.0,1.0,144.0,Yes,7,1,0,5.0,5.0,4.57,5.0,5.0,5.0,4.57,Yes,0.15,1.0,72.0
1205,23717333,within a few hours,98.0,84.0,Yes,Yes,Outram,1.28125,103.84469,Entire home/apt,3,1.0,2.0,140.0,Yes,51,0,0,4.65,4.73,4.9,4.9,4.88,4.86,4.53,No,1.15,4.0,46.666666666666664
1214,23947783,Unknown,72.77864583333333,55.79398359161349,No,Yes,Downtown Core,1.27826,103.84747,Hotel room,2,1.0,,342.0,Yes,30,0,0,4.9,4.93,4.9,4.93,4.77,4.97,4.8,Yes,0.66,,171.0
1229,23968828,Unknown,0.0,0.0,No,No,Kallang,1.31167,103.87476,Private room,4,1.0,,320.0,No,0,0,0,,,,,,,,No,,,80.0
1251,24056026,within a few hours,100.0,84.0,No,Yes,Geylang,1.31365,103.88611,Entire home/apt,2,1.0,1.0,74.0,Yes,14,0,0,4.86,4.86,4.93,4.86,4.79,4.86,4.79,No,0.32,1.0,37.0
1254,24114234,Unknown,0.0,0.0,No,Yes,Geylang,1.31625,103.88673,Private room,1,1.0,1.0,200.0,No,0,0,0,,,,,,,,No,,1.0,200.0
1257,24171768,a few days or more,4.0,41.0,No,No,Rochor,1.3033,103.86031,Private room,2,1.0,,60.0,Yes,2,0,0,4.5,5.0,4.5,5.0,5.0,5.0,4.0,Yes,0.04,,30.0
1260,24222226,within a few hours,90.0,91.0,Yes,Yes,Geylang,1.3147,103.88163,Private room,1,3.0,1.0,41.0,Yes,0,0,0,,,,,,,,Yes,,1.0,41.0
1263,24238015,within an hour,96.0,100.0,No,Yes,Outram,1.28329,103.84385,Hotel room,2,1.0,1.0,357.0,Yes,19,0,0,4.68,4.79,4.89,4.89,4.84,4.84,4.58,Yes,0.45,1.0,178.5
1268,24256649,within a few hours,95.0,41.0,No,Yes,Downtown Core,1.27841,103.84816,Entire home/apt,4,1.0,2.0,230.0,Yes,0,0,0,,,,,,,,No,,4.0,57.5
1269,24276647,within a day,73.0,23.0,No,Yes,Downtown Core,1.28014,103.84898,Entire home/apt,4,1.0,2.0,328.0,Yes,73,3,0,4.64,4.72,4.6,4.68,4.72,4.97,4.53,No,1.64,4.0,82.0
1280,24511491,Unknown,72.77864583333333,55.79398359161349,No,Yes,Outram,1.28356,103.84459,Hotel room,1,2.0,1.0,29.0,Yes,7,0,0,3.57,3.57,3.57,4.29,4.43,4.86,3.86,Yes,0.17,1.0,29.0
1281,24511964,Unknown,72.77864583333333,55.79398359161349,No,Yes,Outram,1.28316,103.84619,Shared room,1,2.0,1.0,61.0,Yes,38,0,0,4.18,4.45,4.16,4.68,4.63,4.87,4.32,Yes,0.88,1.0,61.0
1282,24528929,within a few hours,100.0,84.0,Yes,Yes,Geylang,1.31418,103.89883,Private room,2,1.0,1.0,49.0,Yes,76,1,0,4.5,4.76,4.39,4.84,4.84,4.62,4.66,No,1.71,1.0,24.5
1283,24546514,within a few hours,100.0,84.0,Yes,Yes,Geylang,1.31434,103.8991,Private room,2,2.0,1.0,39.0,Yes,82,0,0,4.45,4.62,4.41,4.74,4.8,4.63,4.66,No,1.86,1.0,19.5
1284,24569607,within an hour,100.0,97.0,No,Yes,Geylang,1.3147,103.88163,Private room,1,3.0,1.0,39.0,Yes,0,0,0,,,,,,,,No,,1.0,39.0
1285,24571017,within a few hours,100.0,84.0,Yes,Yes,Geylang,1.31534,103.89967,Private room,2,2.0,1.0,43.0,Yes,89,1,0,4.47,4.74,4.33,4.85,4.82,4.57,4.6,No,1.99,2.0,21.5
1286,24594306,a few days or more,0.0,0.0,No,No,Downtown Core,1.30087,103.85736,Entire home/apt,2,1.0,1.0,180.0,Yes,0,0,0,,,,,,,,Yes,,1.0,90.0
1289,24635669,within an hour,100.0,97.0,No,Yes,Outram,1.28347,103.84166,Private room,1,1.0,1.0,69.0,Yes,1,0,0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,No,0.06,1.0,69.0
1290,24636266,within a few hours,90.0,91.0,Yes,Yes,Outram,1.28372,103.84139,Private room,1,1.0,1.0,69.0,Yes,2,0,0,3.5,3.0,3.0,4.0,4.5,5.0,3.5,Yes,0.05,1.0,69.0
1291,24636530,within a day,80.0,81.0,No,Yes,Outram,1.28486,103.84338,Private room,1,1.0,1.0,69.0,Yes,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes,0.02,1.0,69.0
1292,24636842,within a few hours,98.0,84.0,Yes,Yes,Downtown Core,1.27727,103.8453,Entire home/apt,2,1.0,1.0,115.0,Yes,36,0,0,4.19,4.33,4.72,4.97,4.78,4.75,4.06,No,0.87,1.0,57.5
1297,24701064,within a few hours,90.0,90.0,No,Yes,Outram,1.28176,103.84622,Entire home/apt,4,1.0,1.0,180.0,Yes,28,1,0,4.44,4.52,4.81,4.96,4.89,4.78,4.33,No,0.65,2.0,45.0
1298,24704584,within a few hours,90.0,90.0,No,Yes,Outram,1.28189,103.84537,Entire home/apt,4,1.0,1.0,185.0,Yes,7,1,0,3.14,3.29,4.71,4.57,4.0,3.86,3.57,No,0.16,2.0,46.25
1299,24704585,within a few hours,90.0,90.0,No,Yes,Outram,1.28335,103.845,Entire home/apt,4,1.0,1.0,255.0,Yes,46,0,0,4.73,4.82,4.64,4.98,4.7,4.93,4.59,No,1.05,1.0,63.75
1303,24761439,a few days or more,1.0,13.0,No,Yes,Rochor,1.29819,103.85129,Private room,2,1.0,1.0,145.0,Yes,22,2,0,4.14,4.23,4.23,4.73,4.55,4.82,3.91,No,0.5,1.0,72.5
1304,24763374,a few days or more,1.0,13.0,No,Yes,Rochor,1.29773,103.85314,Private room,2,1.0,1.0,145.0,Yes,5,1,0,4.4,4.6,4.6,4.6,4.6,4.6,4.4,No,0.12,1.0,72.5
1305,24763494,a few days or more,1.0,13.0,No,Yes,Downtown Core,1.2961,103.85267,Private room,2,1.0,1.0,145.0,Yes,3,0,0,4.33,5.0,4.0,4.33,3.67,4.67,4.33,No,0.08,1.0,72.5
1306,24763572,a few days or more,1.0,13.0,No,Yes,Downtown Core,1.29745,103.85343,Private room,2,1.0,1.0,145.0,Yes,2,0,0,4.0,4.5,4.0,5.0,5.0,5.0,4.5,No,0.07,1.0,72.5
1308,24763826,a few days or more,1.0,13.0,No,Yes,Downtown Core,1.29685,103.85332,Hotel room,2,1.0,1.0,130.0,Yes,48,1,0,4.29,4.5,4.38,4.79,4.67,4.9,4.56,No,1.2,2.0,65.0
1310,24765067,a few days or more,1.0,13.0,No,Yes,Rochor,1.29801,103.85361,Private room,2,1.0,1.0,130.0,Yes,2,0,0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,No,0.08,2.0,65.0
1311,24765141,a few days or more,1.0,13.0,No,Yes,Rochor,1.29806,103.85187,Private room,2,1.0,1.0,130.0,Yes,1,0,0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,No,0.04,2.0,65.0
1312,24765195,a few days or more,1.0,13.0,No,Yes,Downtown Core,1.2969,103.85354,Private room,2,1.0,1.0,130.0,Yes,0,0,0,,,,,,,,No,,2.0,65.0
1313,24780361,Unknown,0.0,0.0,No,No,Downtown Core,1.2885,103.84984,Shared room,1,1.0,1.0,68.0,Yes,0,0,0,,,,,,,,No,,1.0,68.0
1315,24782626,within a few hours,98.0,84.0,Yes,Yes,Outram,1.28004,103.84691,Entire home/apt,2,1.0,,125.0,Yes,6,0,0,4.83,5.0,5.0,4.67,5.0,5.0,4.83,No,0.15,,62.5
1317,24785006,within an hour,100.0,97.0,No,Yes,Kallang,1.30878,103.86242,Private room,1,3.0,1.0,49.0,Yes,1,0,0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,No,0.03,1.0,49.0
1320,24787313,within an hour,100.0,50.0,No,Yes,Rochor,1.30957,103.85143,Private room,3,1.0,3.0,90.0,Yes,0,0,0,,,,,,,,Yes,,6.0,30.0
1326,24874562,within a few hours,98.0,84.0,Yes,Yes,Downtown Core,1.29552,103.85402,Entire home/apt,4,2.0,1.0,200.0,Yes,7,1,0,4.86,4.86,4.71,4.86,4.86,4.86,5.0,No,0.26,2.0,50.0
1328,24919927,within an hour,100.0,97.0,No,Yes,Kallang,1.30907,103.86187,Private room,1,3.0,1.0,59.0,Yes,5,0,0,4.2,4.6,4.2,5.0,5.0,4.6,4.6,No,0.17,1.0,59.0
1329,24927780,within an hour,100.0,55.79398359161349,No,Yes,Geylang,1.31078,103.88135,Private room,2,1.0,1.0,64.0,Yes,37,0,0,4.54,4.7,4.46,4.92,4.84,4.73,4.57,Yes,0.85,1.0,32.0
1332,24972169,within a day,80.0,81.0,No,Yes,Outram,1.2842,103.84255,Private room,1,1.0,1.0,69.0,Yes,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes,0.02,1.0,69.0
1333,24975249,within an hour,100.0,55.79398359161349,No,Yes,Geylang,1.31032,103.88345,Private room,2,1.0,1.0,64.0,Yes,20,0,0,4.55,4.7,4.6,4.6,4.5,4.4,4.5,Yes,0.46,1.0,32.0
1336,25022657,within a few hours,95.0,30.0,No,Yes,Downtown Core,1.27303,103.84586,Entire home/apt,2,1.0,,145.0,Yes,0,0,0,,,,,,,,No,,,72.5
1338,25087117,within an hour,100.0,97.0,No,Yes,Kallang,1.31088,103.8604,Private room,1,3.0,1.0,59.0,Yes,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,No,0.05,1.0,59.0
1339,25096569,within a few hours,87.0,0.0,No,No,Downtown Core,1.28176,103.85212,Entire home/apt,1,1.0,,100.0,Yes,0,0,0,,,,,,,,No,,,100.0
1345,25246986,within an hour,100.0,55.79398359161349,No,Yes,Geylang,1.3118,103.88337,Private room,2,1.0,1.0,64.0,Yes,45,0,0,4.22,4.49,4.2,4.69,4.49,4.36,4.11,Yes,1.04,1.0,32.0
1346,25250570,within a few hours,90.0,90.0,No,Yes,Outram,1.28375,103.84489,Entire home/apt,4,1.0,1.0,180.0,Yes,15,0,0,4.45,4.55,4.64,4.91,4.64,4.64,4.09,No,0.35,2.0,45.0
